grid_var_0,grid_var_1,grid_var_2,grid_var_3,grid_var_4,grid_var_5,grid_var_6,grid_var_7,grid_var_8,grid_var_9,grid_var_10,grid_var_11,grid_var_12,grid_var_13,grid_var_14,grid_var_15,grid_var_16,grid_var_17,grid_var_18,grid_var_19,grid_instability
-1.8831535753915332,1.2619186635051722,0.6052797705270263,0.37207006252365615,2.0000019367833946,2.5188562740709783,-0.46146313619083096,0.4433689798756024,1.4106477944411695,0.5948542284273393,-0.31024964080388795,-1.8896862895005273,-2.6425358120099767,-0.08085230631433185,-0.5149789115466419,-1.3187579595529875,-1.065825056464131,-1.0175669889932828,-2.4796862514656524,-0.5230234999460348,1
0.36971386393328,0.07940065062676399,0.5046127023828467,1.006412027049235,-0.7347936892856944,-1.3152827640172708,0.06803787524827237,-1.1598293876272763,-0.3400404872484487,1.9256218827301534,-0.039499988471884184,1.0276346568111534,1.0529674702355976,-0.043130950928521705,0.29954756166168317,-1.059999593548338,-2.3256621618210076,-0.42610940547188636,1.4806330535970085,-1.6638615939181265,1
1.2020871555330985,-1.2055866798543073,-0.1021199690113565,-0.2771748158181776,0.7369135121641562,2.330874769032933,-0.6135992087023683,-0.0880214772378014,-0.9988010362010697,1.6255749790299991,1.9481234991456389,-0.06406324690042109,2.1443013390963475,-0.27203780371894487,-0.5324671774100519,-1.2093886830160356,1.2842913523847186,0.7334943807968488,0.2595270288415992,-0.6247458557699563,0
-1.0976576496294472,0.5227409392190925,2.0008694269572125,0.5714303616705663,-0.5571141947954783,1.0870051581346596,1.4646860204902532,0.3529792598449577,-0.6406467407854524,1.2415317525260472,-0.8326293696586841,2.684377896338116,1.6168763554558827,0.5205372117485395,-2.003182186906164,1.660197686746475,0.15282053704611212,1.5477013777558368,-1.4983772141000946,-0.25571077116763213,1
0.5582582781615169,-2.866149692149596,-0.3161579386812747,2.3324459439091245,-1.0470790175249438,0.5226228676122846,0.34761143411834144,-1.7327189405104906,0.09160592344631258,-0.26143363321894064,-0.6576191402698208,0.8965252292293044,0.7321664585104513,-0.873450671504549,-1.257395748793138,-0.5974158137356304,1.8607130771622393,1.8276706500592486,0.7720645302082222,-0.21231771895745,1
-1.1086757439497301,0.6125757753408878,-1.4065408199022156,-0.8774776962597431,-2.44331818821616,-1.6272496447405558,-0.3297801480992959,1.211541871004896,0.5474407783006735,-0.39988022516771127,-0.8172502646705899,-0.11891849795475995,-2.3756365661632053,1.0641804412212204,-1.759103086322341,1.1751702537230333,0.2643196546690227,-1.1941467171181388,-1.425278652402918,-1.4465713102281386,0
-0.20253241827805238,-0.1402229673530354,-1.1038329586144182,-0.2606193155466275,0.9222580441891238,-1.0276251414382822,0.504956629951141,0.5260491736659824,0.2913928856010309,0.6397562498758103,-0.02221689050808917,-1.0330425333128646,-1.3209591174031998,0.6661403216468897,0.620607145877152,1.0005664302848467,-0.7175663869857068,0.4671651467197379,-1.19160783675757,1.1356685238060693,1
1.3328357087789298,2.8851735702814167,1.1375268184614387,-0.830181396270175,-0.001953787559038467,-0.07203730861010615,0.092623542213773,1.969662906144233,-3.1095779809826083,-0.09364075422797946,1.1288348874505443,-0.10300476250200158,0.32951507232374805,-1.3330787340560464,1.5069151982035391,-0.05599323409180751,0.45995722524564603,-0.9907635064857796,-1.269011368790108,1.0332676150219586,0
1.400536219320244,-2.1791405475287604,-0.08886123500858056,-0.48567363809121084,-0.6212581816169032,-1.0940790779003513,-1.6762672618515035,0.4212183964296319,1.1435310030947423,-0.3580513258242799,-0.7872923749557827,-0.6406776984503839,0.772908971975701,-0.45422498423675056,1.3217089924380758,-0.335247280659518,-0.18719632258797225,-0.03996170026526025,-0.209306696381809,-0.8161394639465455,1
-1.866964052705589,-0.08880453886043671,1.4192631338230979,-0.5390698687329298,-1.7769171861100534,-1.6156773020009292,0.008854171304242861,-0.28650307290438576,-0.37156082333163165,-3.6717209609458714,-0.3767570878550459,-1.3060246184267081,0.8203173916106907,0.44563142533723354,1.492649963141502,-3.0041576843987547,1.3858045778770864,0.5229020016124811,-1.7065282930475356,0.9761786179434471,0
